Genotype,File,Batch,Replicate,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,Solar.month,Solar.day,Lunar.cycle,Lunar.day,Hour,Minute
B73,S2_B73-5July_B8_B7_A8_A6_A3_A2_A1.csv,S2,A2,-2.952050448,-0.406519285,1.034761778,0.438129367,1.01178617,2.599280333,3.542655343,4.634426422,7.494860918,9.606783351,12.34151091,14.88085986,18.51054749,22.70631742,25.54646921,27.04418089,29.82646394,31.45538295,33.02987097,34.10588571,36.21322448,38.33259537,39.49741857,40.70464064,41.68325255,45.08375707,45.38112216,44.49303758,46.11851885,46.24514252,45.86469854,47.87234266,47.04384568,48.62062554,47.67868292,47.36412909,49.75393606,50.29881892,50.12234792,51.93232159,53.67869695,52.81524956,53.21803889,54.22186094,54.56277083,53.26731326,56.18882505,54.02132571,53.77323499,55.86567686,54.27514602,54.53927956,53.61509864,54.52209083,54.23217418,53.95085191,52.91952787,53.69932343,53.61337976,53.24611382,53.95658148,S7,S5,L7,L9,13,0
B73,S2_B73-5July_B8_B7_A8_A6_A3_A2_A1.csv,S2,A1,9.93451521,7.594555574,6.641726761,6.796998324,4.830721762,4.153313761,4.787291561,5.987408959,9.853155203,12.5506405,15.75519345,18.95344386,24.57702462,28.27145649,31.91890581,37.06521272,39.19203206,44.09425896,46.60496001,49.05779233,53.66952963,55.84562333,56.65693157,57.43328938,59.19799939,59.98868115,58.53336835,60.71633755,59.27821348,59.06048952,57.04711583,58.64223033,58.71671485,58.59639371,58.06927254,59.90273748,58.92870923,58.90579092,59.43864167,60.44704739,58.17240494,60.50434317,58.87714303,59.59334027,60.04597693,58.64223033,60.32099667,59.97722199,59.4042642,58.36148101,57.74841617,58.74536273,55.63305599,56.77266905,53.03240056,54.13534432,54.5495928,51.8114275,51.64068608,48.65213822,50.88724657,S7,S5,L7,L9,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,B8,6.972323409,7.783631647,7.010138623,7.607160646,6.542032105,6.617089576,7.190047371,7.649559523,10.06801438,12.86175659,14.95534437,19.03537683,22.09382554,24.31632883,26.98745807,30.48536541,32.43284895,34.84901197,37.8203711,39.23844164,41.20254096,43.8289795,46.02971039,49.83701494,52.49840389,54.20696404,56.44379127,57.45047812,59.21518813,60.52726148,60.4183995,62.18883908,61.55858551,62.44667009,61.5872334,63.10557156,62.32061938,62.4695884,61.10594885,60.90541362,61.80495736,60.77936291,60.73925586,59.88554875,58.96881627,58.07500211,57.01044653,55.99860306,54.5346959,54.38171617,52.12655429,51.29060886,49.84331747,50.00546453,48.85267344,47.00087385,47.38475557,47.2690181,45.4132078,47.49419051,45.82058079,S7,S7,L7,L11,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,B7,1.129299814,1.013447748,0.287745134,-0.632889181,-1.59975546,-1.140014125,-1.323360619,-0.253344748,2.686312622,4.318726677,6.991803974,10.94292093,13.84094146,16.13048081,18.6732675,20.64710711,22.57396417,24.89444324,27.27279105,30.00522677,31.79228214,34.43419053,38.51422299,41.22087561,43.5018206,46.84159158,50.22376145,52.58320165,56.13725885,59.32405011,61.95392639,64.88174072,65.24843371,66.22246196,67.80382548,67.70069307,67.3569184,64.89319988,63.86187585,62.03987006,60.91687278,60.10327271,60.55017979,61.68463622,61.1976221,62.73887857,61.71901369,62.20602782,63.13421945,63.81030964,62.29770106,63.37486172,62.60709827,60.85384742,60.36683329,59.22664728,57.87446689,56.78183637,55.36032808,55.52992359,53.29882593,S7,S7,L7,L11,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,B6,-4.422317446,-2.563871542,-3.111848377,-2.292346843,-1.508196804,-0.645265069,-0.558565095,2.022884791,3.655356141,7.435846265,9.601053773,13.79911554,16.21928926,20.18816791,22.68053432,25.38145737,28.3241686,30.87039304,34.00218035,37.02911638,42.71629546,44.55892773,45.68249796,47.45522938,50.4483609,51.48598747,55.29329202,55.77858727,57.08722288,56.21288928,57.21327359,55.23141258,54.288897,54.25509249,53.0902693,53.00088788,52.95390534,52.42391938,52.04576724,51.37999028,51.26310689,51.05569617,50.67296036,50.69129501,50.53143978,49.27494334,49.47032195,50.12005609,50.04614453,48.85553823,48.05626211,48.26711058,46.52302705,46.37119323,45.60629458,45.29174075,45.52665344,45.62176444,46.70522763,46.15919885,46.9418592,S7,S7,L7,L11,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,B5,4.6971653,5.753069221,4.695904793,6.188517145,4.85260875,6.762620856,6.111740801,7.577366841,9.830809849,11.22596208,14.07814598,15.8359805,18.64232778,21.56097479,23.61502848,26.19333856,28.5264227,31.57856888,33.78445639,37.11276822,39.11181797,40.64963669,43.43822228,44.72164774,47.56924798,49.83529606,50.94454235,52.2377081,54.92889086,57.77706406,58.57920497,60.96843898,62.29197149,63.46653497,62.64720532,63.46080539,63.62696315,65.43750978,64.45775195,64.91038861,64.47494069,64.39472659,63.89625331,63.84468711,62.18310951,62.15446162,61.93100808,62.03414048,61.58150382,61.36377986,60.83092911,60.63039388,59.70220225,58.82557683,58.43596553,57.53069221,56.30341661,54.7478362,54.51750716,51.90825737,51.90023596,S7,S7,L7,L11,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,A6,4.343879524,5.193461342,6.430878293,5.28513459,7.481109931,5.72172843,8.072402376,8.802350607,10.72462401,13.30923662,15.92994558,17.43510571,19.87017634,21.73343508,23.23401155,25.14425284,26.86312622,29.11656923,30.81596205,32.20538471,34.30985869,36.57418789,39.52148279,40.80318938,41.99379568,42.7672887,44.58299195,45.94892334,48.29403959,48.0522514,47.72280067,50.12463975,48.95867064,49.95046058,46.35171267,49.13055797,47.42600853,45.80568389,47.76004293,45.87787657,45.424094,45.85610418,44.50163195,44.88264888,46.38494422,44.75487929,45.21611032,43.88742119,43.92351753,45.13303144,44.66435196,46.20446251,46.72528115,45.22298581,46.35228563,46.01653236,46.03200222,47.03697019,46.70923833,45.89850305,45.74151262,S7,S7,L7,L11,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,A5,4.949725096,4.430625334,4.180701144,4.156694212,4.879365879,4.841894439,5.057154683,6.355820821,8.67400806,9.535163627,12.67268051,13.84266033,16.27830392,18.04244097,22.17690442,24.62859082,26.90667102,31.76134242,34.68514604,38.69355878,40.42446428,42.86698336,44.38589447,48.84407908,50.15271468,50.5950381,53.09485296,52.73388955,54.51005871,54.9718627,56.31029211,56.93825385,55.35517146,57.58798799,56.43462395,55.38095456,54.00413698,53.2042879,54.3989049,53.63400624,53.91303669,53.48962088,52.52132221,51.90825737,50.50508373,49.374638,47.18880401,45.60285683,45.50659992,43.41243918,41.50277085,40.92465643,41.49131169,41.20196801,41.01976743,42.0287461,41.05930151,43.97221895,44.66721675,44.65862238,47.41225755,S7,S7,L7,L11,13,0
B73,S2_B73-7July_B8_B7_B6_B5_A6_A5_A3.csv,S2,A3,-1.292478194,-2.044542596,-3.633984816,-4.032018596,-2.396739753,-4.237137487,-4.732402205,-4.575640952,-2.375884089,0.042275691,2.784059222,4.323940593,9.889824502,14.95534437,20.62418879,24.37419756,28.98249711,34.4794542,40.35169864,44.0787891,46.79231721,49.98598396,51.73980777,57.92603309,61.19189252,61.43253479,64.08532939,66.05057462,67.8496621,67.60901983,68.93828191,71.3045976,73.00055268,66.1594366,69.11589883,70.62850741,71.68847933,73.64226541,74.27824856,74.84547678,76.83364033,79.63540395,78.42073342,82.47727461,81.70951116,82.88980422,82.48300419,83.58881273,84.7404579,84.46543816,86.28744395,87.31876798,88.52197935,89.41006393,87.73702717,90.92267251,90.57316825,90.30387809,91.43260495,91.36385001,92.23474586,S7,S7,L7,L11,13,0
B73,S2_B73-8Sep_B5_B4_B3_A4_A3_A2_A1.csv,S2,B5,-1.312589013,-1.483158548,-2.341678509,-1.492555056,-2.649700619,-1.481955337,-0.755960515,-0.745933753,2.221873034,2.470937787,5.725968317,6.169609538,8.243716756,10.36194172,11.56801788,12.90873912,13.24563831,15.44235849,17.53365445,18.4194472,21.55123451,25.19410017,27.84517589,30.83486966,33.30317184,36.43324028,38.76231371,43.40785552,45.26137398,46.81351665,48.63323061,50.33606118,53.70734484,53.84141697,54.43041758,55.4605957,54.32098264,54.85727114,53.09714479,54.22357982,53.66952963,53.22777917,53.78985076,53.76349471,54.45620068,55.09218383,53.97949979,53.21116339,52.97968844,51.13705617,51.56792044,49.7642493,49.27608925,49.41417208,47.67123447,46.9567561,47.27875838,45.86870925,45.00583481,43.43306566,42.16912076,S9,S8,L9,L14,13,0
B73,S2_B73-8Sep_B5_B4_B3_A4_A3_A2_A1.csv,S2,B4,8.308460987,8.302158451,7.64497586,6.403376318,6.259563912,6.253834334,7.581377545,9.847998583,12.87264278,15.11978326,19.65359829,22.06288582,25.4393261,28.08409929,31.26630688,32.39904444,34.34824686,36.37021492,37.53561107,38.73423878,39.60112393,42.00811962,43.01079576,44.77149507,47.71649814,50.18766511,53.01120112,58.25261903,61.46691226,65.62085628,68.67472132,72.24997797,72.97763437,74.3985697,74.45586548,73.63653583,71.41345959,70.38786513,69.09871009,67.73507054,65.0937351,64.27440546,62.49250671,61.75912074,61.63307002,62.44094051,63.13421945,61.57577424,62.27478275,62.3148898,60.58455726,60.94552067,61.99403343,60.19494596,59.86263044,60.08608398,59.40999378,58.21824156,57.12389217,56.94111864,53.79386147,S9,S8,L9,L14,13,0
B73,S2_B73-8Sep_B5_B4_B3_A4_A3_A2_A1.csv,S2,B3,1.135258575,-0.239851592,0.064371808,1.472501533,1.943129066,1.906517063,1.129643589,2.85848644,4.960840478,6.725378599,8.837301032,10.93432656,13.20725014,15.47444413,18.10145562,22.05601032,25.14654467,29.11313149,31.68513903,35.00428354,39.89046761,43.08184253,46.06981743,48.65557596,52.73904617,53.29366931,56.6809958,57.91457393,58.7797402,59.53031491,62.30343064,62.64720532,63.71290682,64.87028156,65.31145907,62.96233211,64.51504773,64.70985338,64.45202237,62.72741941,61.78203905,61.42107564,61.99976301,62.20602782,60.36110372,60.6246643,59.1693515,58.90579092,59.24383602,58.99746416,58.20105283,58.07500211,58.98600501,59.18654024,60.44131781,59.45010082,61.03719392,61.10021927,61.60442213,63.45507581,62.4695884,S9,S8,L9,L14,13,0
B73,S2_B73-8Sep_B5_B4_B3_A4_A3_A2_A1.csv,S2,A4,6.810176353,7.633516705,6.803300859,6.481298579,6.40566815,7.178015257,6.547761683,5.97938755,7.716022627,9.559800812,10.75098007,11.6098438,11.27982011,12.86404842,14.67745984,14.57375448,15.61424583,17.27295865,19.96414141,20.54053696,23.36980255,24.93970691,26.95995609,29.31137488,32.61447657,35.49989203,38.94394134,40.41758878,44.09139417,46.59751156,50.51940767,52.52246812,56.13553998,59.65636563,61.21481083,64.48639984,64.497859,67.94133535,70.07846792,70.39932429,71.6426427,72.58802307,73.22400622,72.656778,71.64837228,70.97801166,71.35043423,71.29313845,70.50245669,69.62583126,69.19038334,68.2908396,67.03606203,66.33705352,65.39740274,62.85347013,62.49823629,61.90808976,61.77057989,60.59601641,60.01732904,S9,S8,L9,L14,13,0
B73,S2_B73-8Sep_B5_B4_B3_A4_A3_A2_A1.csv,S2,A2,1.188887425,0.379865289,1.9250236,1.937743263,2.963681491,2.262495741,3.990651043,3.580699741,5.163037283,5.600547856,5.509447566,7.59054487,8.50269368,8.707239613,9.865187317,12.48933402,14.85966042,16.62207859,19.34534699,23.45517326,26.74681579,28.89769936,30.69907866,32.86314026,35.25122835,36.73060537,37.80662011,39.22526361,40.96648235,42.66587517,44.27703249,45.47737907,48.36336749,50.65978233,52.51788446,52.6204439,52.73446251,53.8070395,54.25509249,54.97816523,55.11051848,55.8433315,56.68443355,56.98179864,57.22301387,56.20372196,55.33855568,55.93213996,54.98733256,55.09218383,54.02762825,53.59962878,52.48980953,52.33625684,52.29271205,51.29920323,51.11700265,51.8372106,51.61375706,50.33606118,50.07135467,S9,S8,L9,L14,13,0
B73,S2_B73-10Aug_B73_B7_B6_B5_B4_B1_A6_A1.csv,S2,B7,3.886659203,4.043477752,3.751441164,3.76547863,3.510741594,3.208850132,4.566645515,4.724151612,5.477190043,7.024462568,7.774464322,8.581188898,9.70590505,12.35526189,12.86519433,15.72654556,17.17555582,18.80963146,20.051231,21.25215054,23.44142227,25.61751598,27.0888716,27.3060226,27.59135558,30.1324234,30.06424143,30.68303584,32.89866364,31.22677279,32.6345301,31.67826353,33.41260678,32.5285329,33.11810647,32.11371146,33.74320343,32.56577516,32.3738343,31.04170742,32.41680613,31.20843814,30.72658064,32.73135996,32.88949631,31.92119764,32.23002189,32.01688159,31.15171532,32.59270418,33.39026143,33.79534259,33.83946034,33.25504339,35.58526274,35.05986044,37.35226458,36.75638847,38.99493458,39.57190308,40.02797748,S8,S10,L8,L16,13,0
B73,S2_B73-10Aug_B73_B7_B6_B5_B4_B1_A6_A1.csv,S2,B6,-5.261070362,-5.692851357,-5.735880487,-6.870336921,-5.428660517,-5.637904704,-7.265104842,-5.540902949,-6.169609538,-5.038877329,-3.363491441,-2.14440914,0.061804957,2.747561811,4.13446345,6.744859164,7.843792215,10.82947529,12.48933402,15.53918836,17.68434235,20.73534261,22.93148983,26.51476789,28.39636128,30.25675525,31.76478016,35.91242164,37.35283754,37.49664994,38.48328327,39.7317583,42.10781428,41.74627791,43.35571636,42.86984815,43.09960422,41.57439057,42.26652359,40.60781077,41.84310778,40.43936118,40.102462,40.92522939,39.37079489,39.17369741,39.02759317,38.93362809,39.01040444,37.41127923,38.42885228,36.99416596,37.31273049,36.96265328,38.26441339,37.52587079,39.28886193,40.26289018,40.99513024,40.99341137,43.2302386,S8,S10,L8,L16,13,0
B73,S2_B73-10Aug_B73_B7_B6_B5_B4_B1_A6_A1.csv,S2,B5,5.966209521,5.170657622,5.004213383,6.186798272,5.012693158,6.029234878,4.975680084,5.467564352,6.700741414,6.669801693,9.265300505,10.67305781,10.3785575,11.53765112,11.83730805,13.36481353,14.145755,17.62761952,18.72712553,19.68568393,20.64997189,20.27010088,20.72560232,22.1757585,25.21759144,26.24948843,25.97905235,26.39158196,27.4309274,27.62516009,27.92825477,29.7496876,28.7871185,29.28616474,30.04705269,28.83295512,28.52413087,28.62955511,28.60835567,28.63929539,28.32359564,29.29647798,28.74414667,27.33467049,27.13012456,28.22619282,26.70097917,26.43913746,26.58867944,26.13260504,25.99566812,24.59249448,25.57912781,26.4018952,24.65895759,24.81308323,26.3176704,25.63183992,25.13050185,24.57072209,24.6045266,S8,S10,L8,L16,13,0
B73,S2_B73-10Aug_B73_B7_B6_B5_B4_B1_A6_A1.csv,S2,B5,10.36939018,11.96908834,11.01511361,10.25995524,8.35200578,8.553113966,7.434127392,9.626836874,10.01243747,11.59208211,13.09953407,15.19197594,16.38888477,18.43090635,21.04703165,22.43760022,25.45536892,27.52030882,29.58983237,32.84022194,35.8614284,37.9452759,40.65135556,43.99628317,45.52837232,47.50851446,50.11891017,52.05894527,53.43748172,57.11930851,57.74268659,60.71633755,60.56736852,61.8737123,62.25759402,63.83895753,65.02498017,63.91344205,64.82444494,65.40886189,65.86149855,65.83285066,66.89282258,66.86417469,67.9527945,69.65447915,68.47991567,69.9294989,70.78893559,70.15868201,70.67434403,71.90047371,71.56242861,71.35616381,73.45891891,73.3844344,73.64799499,73.08649635,70.87487926,70.35348766,69.95814679,S8,S10,L8,L16,13,0
B73,S2_B73-10Aug_B73_B7_B6_B5_B4_B1_A6_A1.csv,S2,B4,-9.589594617,-9.721947868,-11.19559532,-10.27828989,-10.97214178,-12.13295427,-10.35735806,-9.297386142,-7.361361752,-7.102957786,-4.794338942,-2.252698163,0.197200614,3.019143806,6.633132394,9.369578824,12.5139712,16.51665436,20.19160566,24.13756599,26.61560846,30.70881895,33.28426423,35.72678332,38.58813454,42.39142839,44.06389219,44.229477,47.27188289,48.94549261,49.08586727,51.14736941,49.68117042,52.17983936,51.85153454,52.06467484,53.7852671,54.91513987,56.03469941,56.76235581,57.99478802,57.05399132,57.93176267,58.4932613,59.08913741,59.60479943,59.85117128,58.49899088,58.01770633,57.61663588,56.27362281,55.83874784,55.26292526,54.37885138,54.00356402,53.85688683,53.56926201,53.22720621,52.9327059,52.04519428,50.86260939,S8,S10,L8,L16,13,0
